REGIAO_EXERC;DE_EXERC;CIE_ESCOLA;UA_EXERC;NOME_UA_EXERC;MUNICIPIO_EXERC;QUADRO_EXERC;DI;CARGO_EXERC;NOME_CARGO_EXERC;CATEG_E;TT_DIAS_FALTA_MEDICA;TT_DIAS_FALTA_JUST;TT_DIAS_FALTA_INJUST;TT_DIAS_LIC_PREMIO;TT_DIAS_LIC_GESTANTE;TT_DIAS_LIC_ACID_TRAB;TT_DIAS_LIC_INTER_PARTIC;TOT_DIAS_AUSENCIAS;TOTAL_DIAS_MES;id_interno
GDE_SP;D.E.REG. GUARULHOS NORTE;6002;40384;"EE AMARO JOSE SANTOS-PASTOR   ";"GUARULHOS                              ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;31;31;241285
GDE_SP;D.E.REG. GUARULHOS NORTE;6014;40370;EE FRANCISCA ASSIS F.NOVAK-PFA;"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;11;31;175517
GDE_SP;D.E.REG. GUARULHOS NORTE;6312;40769;EE ILIA ZILDA I.BLANCO-PROFA.;"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;185261
GDE_SP;D.E.REG. GUARULHOS NORTE;37515;46293;"EE FIORAVANTE IERVOLINO       ";"GUARULHOS                              ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;315176
GDE_SP;D.E.REG. GUARULHOS NORTE;46425;60771;"EE HELIO POLESEL-PROF.       ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;5;31;277205
GDE_SP;D.E.REG. GUARULHOS NORTE;352585;91983;"EE BOM PASTOR II              ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;1;31;250358
GDE_SP;D.E.REG. GUARULHOS NORTE;411292;92606;"EE JARDIM FORTALEZA II        ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;251024
GDE_SP;D.E.REG. GUARULHOS NORTE;900126;63893;"EE RINALDO POLI-PREFEITO      ";"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;239967
GDE_SP;D.E.REG. GUARULHOS NORTE;908459;73497;EE WANDA MASCAGNI DE SA-PROFA.;"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;148230
GDE_SP;D.E.REG. GUARULHOS NORTE;922171;20333;"EE CIDADE SERODIO             ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;31;31;299405
GDE_SP;D.E.REG. GUARULHOS NORTE;923424;22941;"EE CARMINA MENDES SERODIO     ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;31;0;0;0;0;31;31;167666
GDE_SP;D.E.REG. GUARULHOS SUL;5782;40369;"EE ENNIO CHIESA-PROF.        ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;3;31;200906
GDE_SP;D.E.REG. GUARULHOS SUL;6051;40381;EE JOSE ROBERTO FRIEBOLIN-PROF;"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;233250
GDE_SP;D.E.REG. GUARULHOS SUL;6270;40779;EE ZILDA ROMEIRO P.M.SILVA-PFA;"GUARULHOS                              ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;6;0;0;6;31;474503
GDE_SP;D.E.REG. GUARULHOS SUL;6336;40778;"EE JOAO DE ALMEIDA BARBOSA    ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;6;31;135777
GDE_SP;D.E.REG. GUARULHOS SUL;6373;42603;"EE ANTONIO VIANA SOUZA-PROF. ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;197205
GDE_SP;D.E.REG. GUARULHOS SUL;6452;45965;EE AUGUST J.F.STAUDER-PE.AGOST;"GUARULHOS                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;31;31;182997
GDE_SP;D.E.REG. GUARULHOS SUL;41919;57243;"EE SEBASTIAO WALTER FUSCO     ";"GUARULHOS                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;16;31;449114
GDE_SP;D.E.REG. GUARULHOS SUL;900148;63895;"EE MARIA LEDA F.BRIGO-PROFA. ";"GUARULHOS                              ";QM-SUPORTE;2;6200;DIRETOR DE ESCOLA;A;1;0;0;0;0;0;0;9;31;157997
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";10005;41316;"EE JOAO BAPTISTA DE OLIVEIRA  ";"ITAPECERICA DA SERRA                   ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;194299
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";10327;41325;"EE JULIA DE CASTRO CARNEIRO   ";"ITAPECERICA DA SERRA                   ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;1;31;466443
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";36407;46346;"EE JARDIM JACIRA              ";"ITAPECERICA DA SERRA                   ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;169750
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";44891;59101;"EE BAIRRO DAS PALMEIRAS       ";"JUQUITIBA                              ";QM-SUPORTE;2;6200;DIRETOR DE ESCOLA;A;0;0;0;0;29;0;0;29;31;225843
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";902135;64077;EE BENEVIDES BERALDO-COMENDAD.;"ITAPECERICA DA SERRA                   ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;1;31;467307
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";902196;64083;"EE JORGE NINO SOARES-PROF.   ";"JUQUITIBA                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;13;31;168084
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";917084;89656;"EE LUIZ SCHUNCK               ";"EMBU-GUACU                             ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;314209
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";919007;4330;"EE CHACARA FLORIDA II         ";"EMBU-GUACU                             ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;30;0;0;30;31;443252
GDE_SP;"D.E.REG. ITAPECERICA DA SERRA ";925603;26386;"EE LEDA F.FERREIRA-PROFA     ";"ITAPECERICA DA SERRA                   ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;360294
GDE_SP;"D.E.REG. ITAPEVI  ";0;39633;"D.E.REG. ITAPEVI  ";"ITAPEVI                                ";QM-SUPORTE;1;6444;SUPERVISOR DE ENSINO;D;1;0;0;0;0;0;0;1;31;336198
GDE_SP;"D.E.REG. ITAPEVI  ";9878;41256;EE ALAYDE D.COUTO MACEDO-PROFA;"BARUERI                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;1;31;200138
GDE_SP;"D.E.REG. ITAPEVI  ";10431;41335;"EE AMERICO V.CHRISTIANINI     ";"ITAPEVI                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;5;31;131744
GDE_SP;"D.E.REG. ITAPEVI  ";44933;59096;"EE MARIO J.ESCOBAR ANDRADE    ";"BARUERI                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;137774
GDE_SP;"D.E.REG. ITAPEVI  ";46607;60780;"EE JOAO NASCIF CHALUPP        ";"ITAPEVI                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;286004
GDE_SP;"D.E.REG. ITAPEVI  ";49025;62344;"EE DO JARDIM MARIA HELENA I   ";"BARUERI                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;29;30;31;159505
GDE_SP;D.E.REG. ITAQUAQUECETUBA;7122;40842;"EE HOMERO FERNANDO MILANO     ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;17;31;155631
GDE_SP;D.E.REG. ITAQUAQUECETUBA;7286;40838;EE EDINA ALVARES BARBOSA-PROFA;"ITAQUAQUECETUBA                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;14;31;270924
GDE_SP;D.E.REG. ITAQUAQUECETUBA;43989;58483;EE NANCI C.ESPIRITO SANTO-PROF;"POA                                    ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;31;31;31;253633
GDE_SP;D.E.REG. ITAQUAQUECETUBA;43989;58483;EE NANCI C.ESPIRITO SANTO-PROF;"POA                                    ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;164231
GDE_SP;D.E.REG. ITAQUAQUECETUBA;45019;62332;"EE KAKUNOSUKE HASEGAWA        ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;200689
GDE_SP;D.E.REG. ITAQUAQUECETUBA;446300;94497;"EE VILA URSULINA              ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;11;31;236816
GDE_SP;D.E.REG. ITAQUAQUECETUBA;908642;75982;"EE DO JARDIM AMERICA          ";"ITAQUAQUECETUBA                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;10;31;249875
GDE_SP;D.E.REG. ITAQUAQUECETUBA;912323;80075;"EE JOAQUIM G.FERREIRA SILVA   ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;31;31;31;186605
GDE_SP;D.E.REG. ITAQUAQUECETUBA;915269;82741;"EE CONDOM.RESIDENCIAL VILLAGE ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;197682
GDE_SP;D.E.REG. ITAQUAQUECETUBA;915269;82741;"EE CONDOM.RESIDENCIAL VILLAGE ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;197682
GDE_SP;D.E.REG. ITAQUAQUECETUBA;921257;18387;"EE AMALIA MARIA DOS SANTOS    ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;187378
GDE_SP;D.E.REG. ITAQUAQUECETUBA;921257;18387;"EE AMALIA MARIA DOS SANTOS    ";"ITAQUAQUECETUBA                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;5;31;222232
GDE_SP;D.E.REG. ITAQUAQUECETUBA;923941;23486;"EE PARQUE PIRATININGA II      ";"ITAQUAQUECETUBA                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;224686
GDE_SP;"D.E.REG. MAUA  ";7560;41002;"EE THEREZINHA SARTORI-PROFA. ";"MAUA                                   ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;14;14;31;287171
GDE_SP;"D.E.REG. MAUA  ";7638;41028;EE RUTH NEVES SANT'ANNA-PROFA.;"RIBEIRAO PIRES                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;209816
GDE_SP;"D.E.REG. MAUA  ";7663;41022;"EE JORGE MARCOS OLIVEIRA-DOM  ";"MAUA                                   ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;31;31;246121
GDE_SP;"D.E.REG. MAUA  ";7729;41009;"EE MAUA-VISCONDE              ";"MAUA                                   ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;240033
GDE_SP;"D.E.REG. MAUA  ";7766;41013;"EE EMILIA CREM SANTOS-PROFA. ";"MAUA                                   ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;5;31;146089
GDE_SP;"D.E.REG. MAUA  ";7821;41018;EE MIRNA LOIDE C.FERLE-PROFA.;"MAUA                                   ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;198246
GDE_SP;"D.E.REG. MAUA  ";7959;41030;"EE ALVARO DE SOUZA VIEIRA     ";"RIBEIRAO PIRES                         ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;15;0;0;0;15;31;187169
GDE_SP;"D.E.REG. MAUA  ";37308;46318;"EE FLORISBELLA C.WERBECK-DONA ";"MAUA                                   ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;1;0;0;0;0;0;0;1;31;340773
GDE_SP;"D.E.REG. MAUA  ";37308;46318;"EE FLORISBELLA C.WERBECK-DONA ";"MAUA                                   ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;200640
GDE_SP;"D.E.REG. MAUA  ";41233;53713;"EE MARIO ALEXANDRE FARO NIERI ";"RIBEIRAO PIRES                         ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;1;0;0;0;0;0;2;31;232503
GDE_SP;"D.E.REG. MAUA  ";45073;59071;"EE DIVA GGOMES SANTOS-PROFA. ";"MAUA                                   ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;1;31;344943
GDE_SP;"D.E.REG. MAUA  ";286710;29364;"EE       JOAO R.BORGES LIMA   ";"MAUA                                   ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;7;0;0;0;7;31;356397
GDE_SP;"D.E.REG. MAUA  ";920307;16055;"EE MANOEL RODRIGUES-PROF.    ";"MAUA                                   ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;31;31;381650
GDE_SP;D.E.REG. MOGI DAS CRUZES;0;39622;D.E.REG. MOGI DAS CRUZES;"MOGI DAS CRUZES                        ";QSE;1;4349;OFICIAL ADMINISTRATIVO;A;0;1;0;0;0;0;0;1;31;145959
GDE_SP;D.E.REG. MOGI DAS CRUZES;6579;40857;"EE APRIGIO DE OLIVEIRA        ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;277635
GDE_SP;D.E.REG. MOGI DAS CRUZES;6610;40871;"EE SENTARO TAKAOKA-DR.       ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;14;31;164835
GDE_SP;D.E.REG. MOGI DAS CRUZES;6661;40861;EE LAURINDA C.MELLO FREIRE-PFA;"MOGI DAS CRUZES                        ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;31;0;0;31;31;423449
GDE_SP;D.E.REG. MOGI DAS CRUZES;6713;40868;"EE FRANCISCO FERREIRA LOPES   ";"MOGI DAS CRUZES                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;31;31;465877
GDE_SP;D.E.REG. MOGI DAS CRUZES;6737;40887;"EE OLGA CHAKUR FARAH-PROFA.  ";"SALESOPOLIS                            ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;17;31;330375
GDE_SP;D.E.REG. MOGI DAS CRUZES;41142;55184;"EE THIMOTEO VAN D.BROECK-FREI ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;199809
GDE_SP;D.E.REG. MOGI DAS CRUZES;41944;57273;EE ENEDINA GOMES FREITAS-PROFA;"MOGI DAS CRUZES                        ";QAE;1;4343;SECRETARIO DE ESCOLA;A;1;0;0;0;0;0;0;1;31;257942
GDE_SP;D.E.REG. MOGI DAS CRUZES;41944;57273;EE ENEDINA GOMES FREITAS-PROFA;"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;184072
GDE_SP;D.E.REG. MOGI DAS CRUZES;44982;59150;"EE CLAUDIO ABRAHAO-PROF.     ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;148015
GDE_SP;D.E.REG. MOGI DAS CRUZES;46449;60774;EE JOSEPHINA N.HERNANDEZ-PROFA;"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;252988
GDE_SP;D.E.REG. MOGI DAS CRUZES;48495;61735;"EE LUCINDA BASTOS-PROFA.     ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;243065
GDE_SP;D.E.REG. MOGI DAS CRUZES;48495;61735;"EE LUCINDA BASTOS-PROFA.     ";"MOGI DAS CRUZES                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;153419
GDE_SP;D.E.REG. MOGI DAS CRUZES;61585;27588;"EE ANGELICA DE JESUS FERREIRA ";"BIRITIBA-MIRIM                         ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;194125
GDE_SP;D.E.REG. MOGI DAS CRUZES;446312;94498;EE KOHEIJI ADACHI   COMENDADOR;"MOGI DAS CRUZES                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;3;31;357063
GDE_SP;D.E.REG. MOGI DAS CRUZES;906335;71104;EE ANTONIO MARMORA FO.-MAESTRO;"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;22;31;337249
GDE_SP;D.E.REG. MOGI DAS CRUZES;910405;77262;EE PAULO OLIVEIRA MELLO-PROF.;"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;252431
GDE_SP;D.E.REG. MOGI DAS CRUZES;916924;89640;"EE EURYCLIDES JESUS ZERBINI   ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;7;31;142912
GDE_SP;D.E.REG. MOGI DAS CRUZES;923060;22418;"EE CID BOUCAULT-PROF.        ";"MOGI DAS CRUZES                        ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;180986
GDE_SP;D.E.REG. OSASCO;10686;41353;EE ERNESTO THENN BARROS-PROF.;"OSASCO                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;229210
GDE_SP;D.E.REG. OSASCO;10789;41364;"EE JOSE LIBERATTI-PROF.      ";"OSASCO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;2;31;476424
GDE_SP;D.E.REG. OSASCO;10881;41392;"EE AURELIANO LEITE-DR.       ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;31;0;0;0;0;31;31;207471
GDE_SP;D.E.REG. OSASCO;11095;41362;"EE ANTONIO RAPOSO TAVARES     ";"OSASCO                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;204514
GDE_SP;D.E.REG. OSASCO;11137;41357;EE NEWTON E.SANTO AYRES-PROF.;"OSASCO                                 ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;9;31;198968
GDE_SP;D.E.REG. OSASCO;11137;41357;EE NEWTON E.SANTO AYRES-PROF.;"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;30;31;219119
GDE_SP;D.E.REG. OSASCO;38726;46358;"EE TARSILA DO AMARAL          ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;4;31;257631
GDE_SP;D.E.REG. OSASCO;902032;64067;EE ANTONIO BRAZ GAMBARINI-DR.;"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;176883
GDE_SP;D.E.REG. OSASCO;906360;71107;"EE WALTER NEGRELLI            ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;245840
GDE_SP;D.E.REG. SANTO ANDRE;0;39629;D.E.REG. SANTO ANDRE;"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;1;0;0;0;0;0;1;31;226683
GDE_SP;D.E.REG. SANTO ANDRE;8102;41098;EE CRISTINA FITTIPALDI-PROFA.;"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;15;31;167006
GDE_SP;D.E.REG. SANTO ANDRE;8151;41076;EE GENEROSO ALVES SIQUEIRA-DR.;"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;361739
GDE_SP;D.E.REG. SANTO ANDRE;8151;41076;EE GENEROSO ALVES SIQUEIRA-DR.;"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;26;31;171305
GDE_SP;D.E.REG. SANTO ANDRE;8187;41077;"EE JOSE CARLOS ANTUNES-PROF   ";"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;26;31;142128
GDE_SP;D.E.REG. SANTO ANDRE;8254;41109;"EE VALDOMIRO SILVEIRA         ";"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;31;31;31;176105
GDE_SP;D.E.REG. SANTO ANDRE;8448;41107;"EE FIORAVANTE ZAMPOL          ";"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;1;31;168374
GDE_SP;D.E.REG. SANTO ANDRE;8473;41094;EE WANDA BENTO GONCALVES-PROFA;"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;8;31;475752
GDE_SP;D.E.REG. SANTO ANDRE;8667;41067;"EE ARISTIDES GREVE-PADRE      ";"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;2255240
GDE_SP;D.E.REG. SANTO ANDRE;42006;57263;"EE JUAREZ TAVORA-MARECHAL     ";"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;2;31;303470
GDE_SP;D.E.REG. SANTO ANDRE;916985;89646;"EE EDEVALDO PERASSI-PROF.    ";"SANTO ANDRE                            ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;183057
GDE_SP;D.E.REG. SANTO ANDRE;916985;89646;"EE EDEVALDO PERASSI-PROF.    ";"SANTO ANDRE                            ";QM-DOCENTE;2;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;31;0;0;0;0;31;31;163358
GDE_SP;D.E.REG. SANTO ANDRE;925639;26402;"EE PARQUE MARAJOARA II        ";"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;31;31;31;168029
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;8771;41175;"EE OMAR DONATO BASSANI        ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;5;31;158104
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;8771;41175;"EE OMAR DONATO BASSANI        ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;228821
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;8898;41170;EE MATHIAS OCTAVIO R.NOBRE-DR.;"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;304918
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9003;41147;"EE JORGE RAHME-PROF.         ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;31;0;0;31;31;338776
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9003;41147;"EE JORGE RAHME-PROF.         ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;31;31;216262
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9246;41144;"EE CARLOS PEZZOLO-PROF.      ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;31;0;0;0;0;31;31;248574
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9261;41139;"EE JOAO RAMALHO               ";"SAO BERNARDO DO CAMPO                  ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;9;31;267085
