REGIAO_EXERC;DE_EXERC;CIE_ESCOLA;UA_EXERC;NOME_UA_EXERC;MUNICIPIO_EXERC;QUADRO_EXERC;DI;CARGO_EXERC;NOME_CARGO_EXERC;CATEG_E;TT_DIAS_FALTA_MEDICA;TT_DIAS_FALTA_JUST;TT_DIAS_FALTA_INJUST;TT_DIAS_LIC_PREMIO;TT_DIAS_LIC_GESTANTE;TT_DIAS_LIC_PATERNIDADE;TT_DIAS_LIC_ACID_TRAB;TT_DIAS_LIC_INTER_PARTIC;TOT_DIAS_AUSENCIAS;TOTAL_DIAS_MES;id_interno
GDE_SP;D.E.REG. MOGI DAS CRUZES;923977;23492;"EE ISAAC GRINBERG-HISTORIADOR ";"MOGI DAS CRUZES                        ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;15;0;0;0;0;15;31;273250
GDE_SP;D.E.REG. MOGI DAS CRUZES;923977;23492;"EE ISAAC GRINBERG-HISTORIADOR ";"MOGI DAS CRUZES                        ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;267686
GDE_SP;D.E.REG. OSASCO;0;39632;D.E.REG. OSASCO;"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;1;0;0;0;0;0;0;0;1;31;359111
GDE_SP;D.E.REG. OSASCO;10674;41377;"EE ELOI LACERDA-PROF.        ";"OSASCO                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;169460
GDE_SP;D.E.REG. OSASCO;10820;41358;EE FANNY MONZONI SANTOS-PROFA.;"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;30;31;186853
GDE_SP;D.E.REG. OSASCO;10881;41392;"EE AURELIANO LEITE-DR.       ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;223935
GDE_SP;D.E.REG. OSASCO;10893;41349;"EE AMERICO MARCO ANTONIO-DR. ";"OSASCO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;482309
GDE_SP;D.E.REG. OSASCO;10959;41385;"EE JULIA LOPES DE ALMEIDA     ";"OSASCO                                 ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;0;15;31;275689
GDE_SP;D.E.REG. OSASCO;11010;41352;"EE OGUIOMAR RUGGERI-PROF.    ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;239456
GDE_SP;D.E.REG. OSASCO;11034;41360;"EE TELMO COELHO FILHO-MAJOR   ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;325519
GDE_SP;D.E.REG. OSASCO;11034;41360;"EE TELMO COELHO FILHO-MAJOR   ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;10;31;155838
GDE_SP;D.E.REG. OSASCO;11137;41357;EE NEWTON E.SANTO AYRES-PROF.;"OSASCO                                 ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;2;0;0;0;0;0;0;9;31;300485
GDE_SP;D.E.REG. OSASCO;11137;41357;EE NEWTON E.SANTO AYRES-PROF.;"OSASCO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;2255771
GDE_SP;D.E.REG. OSASCO;11137;41357;EE NEWTON E.SANTO AYRES-PROF.;"OSASCO                                 ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;149882
GDE_SP;D.E.REG. OSASCO;38684;50880;"EE GASTAO RAMOS-PROF.        ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;209426
GDE_SP;D.E.REG. OSASCO;38726;46358;"EE TARSILA DO AMARAL          ";"OSASCO                                 ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;21;0;0;0;21;31;478461
GDE_SP;D.E.REG. OSASCO;39196;51028;"EE HORACIO QUAGLIO-PROF.     ";"OSASCO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;355380
GDE_SP;D.E.REG. OSASCO;40770;55193;EE NEUZA OLIVEIRA PREVIDE-PROF;"OSASCO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;541096
GDE_SP;D.E.REG. OSASCO;40800;55192;"EE ARMANDO GABAN-PROF.       ";"OSASCO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;12;31;343308
GDE_SP;D.E.REG. OSASCO;906360;71107;"EE WALTER NEGRELLI            ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;155694
GDE_SP;D.E.REG. OSASCO;912396;80082;"EE SAO PAULO DA CRUZ          ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;13;31;186858
GDE_SP;D.E.REG. OSASCO;924040;23497;"EE ANTONIO CARLOS DA TRINDADE ";"OSASCO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;P;0;0;0;0;0;0;0;0;31;31;209229
GDE_SP;D.E.REG. SANTO ANDRE;8096;41103;"EE LUIZ LOBO NETO-DOUTOR      ";"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;7;31;170590
GDE_SP;D.E.REG. SANTO ANDRE;8217;41112;EE OVIDIO PIRES DE CAMPOS-PROF;"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;496286
GDE_SP;D.E.REG. SANTO ANDRE;8229;41047;EE AGNALDO SEBASTIAO VIEIRA-PE;"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;31;31;31;359823
GDE_SP;D.E.REG. SANTO ANDRE;8448;41107;"EE FIORAVANTE ZAMPOL          ";"SANTO ANDRE                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;153174
GDE_SP;D.E.REG. SANTO ANDRE;8540;41050;"EE AMARAL WAGNER              ";"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;137168
GDE_SP;D.E.REG. SANTO ANDRE;8655;41051;EE OSCAVO DE PAULA SILVA-PROF.;"SANTO ANDRE                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;31;0;31;31;188081
GDE_SP;D.E.REG. SANTO ANDRE;910867;78831;"EE ANTONIO F.PAVANELLO-PROF. ";"SANTO ANDRE                            ";QM-SUPORTE;1;6200;DIRETOR DE ESCOLA;A;0;0;0;0;0;0;0;0;6;31;340050
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;8771;41175;"EE OMAR DONATO BASSANI        ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;208806
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;8837;41163;"EE JOAO FIRMINO C.ARAUJO-DR. ";"SAO BERNARDO DO CAMPO                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;4;31;214490
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9210;41140;"EE MARIA IRACEMA MUNHOZ       ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;139201
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9261;41139;"EE JOAO RAMALHO               ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;8;31;238044
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9283;41125;"EE VINTE DE AGOSTO            ";"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;27;31;153172
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9337;41121;EE CYNIRA PIRES SANTOS-PROFA.;"SAO BERNARDO DO CAMPO                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;4;31;225877
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9350;41186;"EE MARIA TRUJILO TORLONI      ";"SAO CAETANO DO SUL                     ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;5;31;360831
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;9573;41181;"EE BONIFACIO CARVALHO-CORONEL ";"SAO CAETANO DO SUL                     ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;216673
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;42055;57281;"EE BRAZILIA TONDI DE LIMA     ";"SAO BERNARDO DO CAMPO                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;201587
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;908769;76105;EE VILMA APP.A.SILVEIRA-PROFA.;"SAO BERNARDO DO CAMPO                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;1;0;0;0;0;0;0;0;1;31;246569
GDE_SP;D.E.REG. SAO BERNARDO DO CAMPO;922924;21444;"EE MARCO A.P.DE TOLEDO-PROF. ";"SAO BERNARDO DO CAMPO                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;235926
GDE_SP;D.E.REG. SUZANO;6944;40893;"EE MANOEL DOS SANTOS PAIVA    ";"SUZANO                                 ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;3;3;31;173632
GDE_SP;D.E.REG. SUZANO;6973;40897;"EE DAVID JORGE CURI-PROF.    ";"SUZANO                                 ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;2;31;496679
GDE_SP;D.E.REG. SUZANO;7195;40826;"EE CARLINDO REIS              ";"FERRAZ DE VASCONCELOS                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;484018
GDE_SP;"D.E.REG. CAIEIRAS ";915233;82738;EE BUENO DE AZEVEDO FILHO-PROF;"FRANCISCO MORATO                       ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;175666
GDE_SP;"D.E.REG. CAIEIRAS ";924167;23827;"EE PARQUE CENTO E VINTE II    ";"FRANCISCO MORATO                       ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;F;0;0;0;0;0;0;0;0;31;31;304050
GDE_SP;D.E.REG. CARAPICUIBA;9635;41281;EE MARIA ALICE C.MESQUITA-DONA;"CARAPICUIBA                            ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;31;350929
GDE_SP;D.E.REG. CARAPICUIBA;9647;41273;"EE FLORA STELLA-PROFA.       ";"CARAPICUIBA                            ";QM-DOCENTE;1;6407;PROFESSOR EDUCACAO BASICA I;A;0;0;0;0;0;0;0;31;31;31;148472
GDE_SP;D.E.REG. CARAPICUIBA;9738;41275;"EE HADLA FERES-PROFA.        ";"CARAPICUIBA                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;0;0;0;0;0;0;13;31;497380
GDE_SP;D.E.REG. CARAPICUIBA;9817;41282;"EE VICTORIO FORNASARO         ";"CARAPICUIBA                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;499490
GDE_SP;D.E.REG. CARAPICUIBA;10595;41284;"EE BATISTA CEPELOS            ";"COTIA                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;0;1;0;0;0;0;0;1;31;483012
GDE_SP;D.E.REG. CARAPICUIBA;38532;50886;EE DIDITA CARDOSO ALVES-PROFA.;"CARAPICUIBA                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;11;31;301987
GDE_SP;D.E.REG. CARAPICUIBA;40587;55200;EE LUIZ PEREIRA SOBRINHO-PROF.;"CARAPICUIBA                            ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;309015
GDE_SP;D.E.REG. CARAPICUIBA;41336;55206;"EE JOAO GARCIA DE HARO-PROF. ";"CARAPICUIBA                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;0;1;0;0;0;0;0;0;1;31;497161
GDE_SP;D.E.REG. CARAPICUIBA;44748;59095;EE ROBERTO CORTE-REAL-JORNAL.;"COTIA                                  ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;191771
GDE_SP;D.E.REG. CARAPICUIBA;48124;61011;"EE REPUBLICA DO PERU          ";"COTIA                                  ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;0;31;31;477384
GDE_SP;D.E.REG. CARAPICUIBA;904843;70179;EE ERNESTO CAETANO SOUZA-TEN.;"COTIA                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;225521
GDE_SP;D.E.REG. CARAPICUIBA;908551;74093;"EE SIDRONIA NUNES PIRES       ";"COTIA                                  ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;498482
GDE_SP;D.E.REG. CARAPICUIBA;918763;2134;"EE ROQUE SAVIOLI              ";"COTIA                                  ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;292765
GDE_SP;D.E.REG. CARAPICUIBA;919068;5995;EE ANTONIO OLIVEIRA GODINHO-PE;"CARAPICUIBA                            ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;1;0;0;0;0;0;0;4;31;189186
GDE_SP;"D.E.REG. DIADEMA  ";0;39624;"D.E.REG. DIADEMA  ";"DIADEMA                                ";QSE;1;3918;DIRETOR TECNICO I;C;0;0;0;0;0;0;0;0;1;31;292053
GDE_SP;"D.E.REG. DIADEMA  ";0;39624;"D.E.REG. DIADEMA  ";"DIADEMA                                ";QM-SUPORTE;1;6444;SUPERVISOR DE ENSINO;D;0;0;0;0;0;0;0;0;4;31;337209
GDE_SP;"D.E.REG. DIADEMA  ";7377;40994;"EE JOSE ARTIGAS-GENERAL       ";"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;31;0;0;0;0;0;31;31;240901
GDE_SP;"D.E.REG. DIADEMA  ";7377;40994;"EE JOSE ARTIGAS-GENERAL       ";"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;210208
GDE_SP;"D.E.REG. DIADEMA  ";7432;40992;EE ALDEMIR SOUZA CASTRO-PROF.;"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;183638
GDE_SP;"D.E.REG. DIADEMA  ";7456;40995;EE EVANDRO CAIAFA ESQUIVEL-PF.;"DIADEMA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;7;31;227494
GDE_SP;"D.E.REG. DIADEMA  ";37285;48089;EE JOAO CARLOS GOMES CARDIM-PF;"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;150250
GDE_SP;"D.E.REG. DIADEMA  ";41191;56646;EE RODRIGO SOARES JR.-JORNAL.;"DIADEMA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;242927
GDE_SP;"D.E.REG. DIADEMA  ";43321;57587;"EE JOAO DE MELO MACEDO        ";"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;2;31;361532
GDE_SP;"D.E.REG. DIADEMA  ";296533;30771;"EE VILA SOCIALISTA            ";"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;31;0;0;0;0;0;31;31;146305
GDE_SP;"D.E.REG. DIADEMA  ";901982;64062;"EE JOSE MAURO DE VASCONCELOS  ";"DIADEMA                                ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;1;0;0;0;0;0;0;1;31;358516
GDE_SP;"D.E.REG. DIADEMA  ";906621;71126;"EE JORGE FERREIRA             ";"DIADEMA                                ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;159589
GDE_SP;"D.E.REG. DIADEMA  ";906633;71127;"EE DO JARDIM ARCO-IRIS        ";"DIADEMA                                ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;12;31;235023
GDE_SP;D.E.REG. GUARULHOS NORTE;0;39619;D.E.REG. GUARULHOS NORTE;"GUARULHOS                              ";QSE;1;3912;AUXILIAR SERV.GERAIS;A;1;0;0;0;0;0;0;0;1;31;263399
GDE_SP;D.E.REG. GUARULHOS NORTE;0;39619;D.E.REG. GUARULHOS NORTE;"GUARULHOS                              ";QAE;2;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;268940
GDE_SP;D.E.REG. GUARULHOS NORTE;5859;40379;EE MARIA ANGELICA SOAVE-PROFA.;"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;193045
GDE_SP;D.E.REG. GUARULHOS NORTE;5988;40754;"EE MARIA LEONI                ";"GUARULHOS                              ";QAE;2;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;15;0;0;0;0;15;31;230808
GDE_SP;D.E.REG. GUARULHOS NORTE;6014;40370;EE FRANCISCA ASSIS F.NOVAK-PFA;"GUARULHOS                              ";QM-DOCENTE;2;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;0;20;31;250312
GDE_SP;D.E.REG. GUARULHOS NORTE;6294;40770;"EE CHIYO YAMAMOTO-DONA        ";"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;300035
GDE_SP;D.E.REG. GUARULHOS NORTE;37503;46294;EE FLAVIO XAVIER ARANTES-PROF.;"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;145400
GDE_SP;D.E.REG. GUARULHOS NORTE;39469;55171;"EE SERAPHINA RENZI MARTELLO   ";"GUARULHOS                              ";QM-SUPORTE;1;6200;DIRETOR DE ESCOLA;D;0;0;0;0;0;0;0;0;18;31;342010
GDE_SP;D.E.REG. GUARULHOS NORTE;41889;57240;"EE CARLOS GIULIETTO           ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;304166
GDE_SP;D.E.REG. GUARULHOS NORTE;48860;62326;EE ANTONIO VELASCO ARAGON-PE.;"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;276924
GDE_SP;D.E.REG. GUARULHOS NORTE;914757;81159;EE MARIA CELIA F.RODRIGUES-PFA;"GUARULHOS                              ";QAE;1;4340;AGENTE DE SERVICOS ESCOLARES;A;0;0;0;0;0;0;0;0;10;31;181923
GDE_SP;D.E.REG. GUARULHOS NORTE;923357;22707;"EE LYDIA KITZ MOREIRA         ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;283069
GDE_SP;D.E.REG. GUARULHOS NORTE;923771;22942;EE ZILDA G.MARTINS OLIVEIRA-PF;"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;197066
GDE_SP;D.E.REG. GUARULHOS NORTE;924052;23481;"EE TOMIE OHTAKE               ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;276536
GDE_SP;D.E.REG. GUARULHOS NORTE;925032;26379;"EE PARQUE SANTOS DUMONT       ";"GUARULHOS                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;8;0;0;0;8;31;321096
GDE_SP;D.E.REG. GUARULHOS NORTE;925032;26379;"EE PARQUE SANTOS DUMONT       ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;15;31;135080
GDE_SP;D.E.REG. GUARULHOS NORTE;925073;26375;"EE JARDIM SANTA LIDIA         ";"GUARULHOS                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;O;0;0;0;0;0;0;0;0;31;31;471269
GDE_SP;D.E.REG. GUARULHOS NORTE;925081;26377;"EE PARQUE MIKAIL              ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;171642
GDE_SP;D.E.REG. GUARULHOS SUL;0;39618;D.E.REG. GUARULHOS SUL;"GUARULHOS                              ";QSE;2;3905;ASSESSOR II;C;0;1;0;0;0;0;0;0;1;31;187043
GDE_SP;D.E.REG. GUARULHOS SUL;6026;40361;"EE ANTONIO RE-VEREADOR        ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;184303
GDE_SP;D.E.REG. GUARULHOS SUL;6026;40361;"EE ANTONIO RE-VEREADOR        ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;319716
GDE_SP;D.E.REG. GUARULHOS SUL;6075;40762;"EE ERICO VERISSIMO            ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;142244
GDE_SP;D.E.REG. GUARULHOS SUL;6208;40766;"EE ALICE CHUERY-PROFA.       ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;270198
GDE_SP;D.E.REG. GUARULHOS SUL;6270;40779;EE ZILDA ROMEIRO P.M.SILVA-PFA;"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;246117
GDE_SP;D.E.REG. GUARULHOS SUL;6270;40779;EE ZILDA ROMEIRO P.M.SILVA-PFA;"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;25;25;31;158728
GDE_SP;D.E.REG. GUARULHOS SUL;6270;40779;EE ZILDA ROMEIRO P.M.SILVA-PFA;"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;210998
GDE_SP;D.E.REG. GUARULHOS SUL;6361;40774;"EE ROBERTO H.COSTA-BRIG.AR    ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;15;0;0;0;0;15;31;296233
GDE_SP;D.E.REG. GUARULHOS SUL;6373;42603;"EE ANTONIO VIANA SOUZA-PROF. ";"GUARULHOS                              ";QM-DOCENTE;1;6409;PROFESSOR EDUCACAO BASICA II;F;0;0;0;0;0;0;0;0;31;31;200457
GDE_SP;D.E.REG. GUARULHOS SUL;6427;40776;EE JOAO CAVALHEIRO SALEM-PROF.;"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;243036
GDE_SP;D.E.REG. GUARULHOS SUL;41920;57250;"EE LICINIO CARPINELLI-PROF.  ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;207796
GDE_SP;D.E.REG. GUARULHOS SUL;437736;93898;"EE LEVI VIEIRA DA MAIA-PROF. ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;O;1;0;0;0;0;0;0;0;1;31;539595
GDE_SP;D.E.REG. GUARULHOS SUL;900151;63897;"EE MARIA AP.RODRIGUES-PROFA. ";"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;9;31;234554
GDE_SP;D.E.REG. GUARULHOS SUL;900151;63897;"EE MARIA AP.RODRIGUES-PROFA. ";"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;0;31;31;220755
GDE_SP;D.E.REG. GUARULHOS SUL;913832;81327;EE MARIA AP.FELIX PORTO-PROFA.;"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;0;0;0;0;0;0;0;0;31;31;254480
GDE_SP;D.E.REG. GUARULHOS SUL;913832;81327;EE MARIA AP.FELIX PORTO-PROFA.;"GUARULHOS                              ";QAE;1;4341;AGENTE DE ORGANIZACAO ESCOLAR;A;1;0;0;0;0;0;0;0;1;31;288713
GDE_SP;D.E.REG. GUARULHOS SUL;913832;81327;EE MARIA AP.FELIX PORTO-PROFA.;"GUARULHOS                              ";QM-DOCENTE;1;5774;PROFESSOR DE ENSINO FUNDAMENTAL E MEDIO;A;0;0;0;0;0;0;0;0;27;31;144408
GDE_SP;D.E.REG. GUARULHOS SUL;913832;81327;EE MARIA AP.FELIX PORTO-PROFA.;"GUARULHOS                              ";QM-DOCENTE;2;6409;PROFESSOR EDUCACAO BASICA II;A;0;0;0;0;0;0;0;31;31;31;144578
